2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,hhid_pid
,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,35,35,35,35,2282241001
,NA,NA,NA,NA,NA,NA,NA,35,35,35,35,35,35,35,2282241002
60 - 8 - 35 - 62,35,35,35,35,35,35,35,35,35,35,35,35,35,35,22823000011
998 - 98 - 98 - 98,98,98,98,98,98,98,98,98,98,98,35,35,35,35,2282300081
,NA,NA,NA,NA,NA,NA,NA,35,35,35,35,35,35,35,2282341002
998 - 98 - 98 - 98,98,98,98,98,98,98,35,98,98,98,98,35,35,35,2282341005
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,2282341006
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,35,35,2282543001
,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,35,35,35,35,2282543002
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,35,2282800004
,NA,NA,NA,NA,NA,NA,NA,35,35,35,35,35,35,35,2282800005
,NA,NA,NA,NA,NA,NA,NA,NA,35,35,35,35,35,35,2282900005
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,35,35,35,2282900032
,NA,NA,NA,NA,NA,NA,NA,35,63,35,35,35,35,35,2282942001
,NA,NA,NA,NA,NA,NA,NA,NA,63,63,63,63,63,35,2282942002
,NA,NA,35,35,35,35,35,35,35,35,35,35,35,35,2283041001
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,35,35,2290300008
,NA,NA,NA,NA,NA,NA,35,35,35,35,35,35,35,35,2290431005
,NA,NA,35,35,35,35,35,35,35,35,35,35,35,35,2290900004
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,35,35,35,2290900008
,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,35,35,35,35,2291532003
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,35,35,2291532005
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98,98,35,2291632005
,NA,NA,NA,NA,NA,NA,NA,NA,35,35,35,35,35,35,2291731002
160 - 8 - 35 - 62,35,35,35,35,35,35,35,35,35,35,35,35,35,35,2291800007
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,35,35,35,2291900002
160 - 8 - 35 - 62,35,35,35,35,35,35,35,35,35,35,35,35,35,35,2291900003
160 - 8 - 35 - 62,35,35,35,35,35,35,35,35,35,35,35,35,35,35,2291900004
,NA,NA,NA,NA,NA,18,18,35,35,35,35,35,35,35,2292140008
,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,35,35,35,35,2292300072
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,35,35,2292500051
,NA,NA,NA,NA,NA,NA,NA,NA,35,35,35,35,35,35,2292500052
,NA,NA,NA,NA,NA,NA,NA,NA,35,35,35,35,35,35,22926000010
,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,35,35,35,35,2292633006
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,35,2293000065
,NA,NA,NA,NA,NA,NA,NA,35,35,35,35,35,35,35,2300200007
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,35,2300300071
,NA,NA,NA,NA,NA,NA,NA,35,35,35,35,35,35,35,2300500005
,NA,35,51,51,51,51,35,35,35,35,35,35,35,35,2300500007
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,35,2300500031
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98,35,35,35,2300500032
720 - 9 - 35 - 62,35,35,35,35,35,35,31,31,31,35,35,35,35,35,2300600031
,NA,NA,NA,NA,NA,NA,NA,35,35,35,35,35,35,35,2300741001
,NA,NA,NA,NA,NA,NA,NA,35,35,35,35,35,35,35,2300741002
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,35,2300800006
,NA,NA,NA,NA,NA,NA,35,35,35,35,35,35,35,35,2300800032
,NA,NA,NA,NA,NA,NA,35,35,35,35,35,35,35,35,2300941002
,NA,NA,NA,NA,NA,NA,NA,35,35,35,35,35,35,35,2300941011
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,35,2301000005
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,2301011034
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,2301200021
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98,35,2301400002
,NA,NA,NA,NA,NA,35,35,35,35,35,35,35,35,35,2301400008
,NA,NA,NA,NA,NA,NA,NA,NA,51,51,35,35,35,35,2301400041
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,35,35,2301700003
730 - 9 - 35 - 62,35,35,35,35,35,35,35,35,35,35,35,35,35,35,2301700051
,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,35,35,35,35,2301741003
,NA,NA,NA,NA,NA,NA,35,35,35,35,35,35,35,35,2302000003
,NA,NA,NA,NA,NA,NA,NA,51,51,51,35,35,35,35,2302500003
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2302600008
,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,35,35,35,35,2302600041
,35,35,35,35,35,98,98,35,35,35,35,35,35,35,2302800003
,NA,NA,NA,NA,NA,NA,98,98,98,35,35,35,35,35,2302800008
,NA,NA,NA,NA,NA,NA,NA,NA,15,35,35,35,35,35,2310500041
,NA,NA,NA,NA,35,35,35,35,35,35,35,35,35,35,2310700032
,NA,NA,NA,NA,35,35,35,35,35,35,35,35,35,35,2310700044
,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,51,51,51,51,2311000041
,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,51,51,51,51,2311000042
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,35,35,2311211031
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,35,2311300003
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,35,35,35,2311300004
998 - 98 - 51 - 62,51,51,35,35,35,35,35,35,35,35,35,35,35,35,2311300021
,NA,NA,NA,NA,NA,NA,51,35,35,35,35,35,64,35,2311400031
,NA,NA,NA,35,35,35,35,35,35,35,35,35,35,35,2311400032
120 - 2 - 62 - 62,62,62,62,62,35,35,35,35,15,32,32,35,35,35,2311500005
,NA,35,35,35,35,35,98,98,35,35,35,35,35,35,2311500021
100 - 10 - 35 - 62,35,35,35,35,35,35,35,35,35,35,35,35,35,35,2311500022
120 - 10 - 35 - 62,35,35,35,35,35,35,35,35,35,35,35,35,35,35,2311600032
,NA,NA,NA,NA,NA,NA,NA,NA,91,35,35,35,35,35,2311800003
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,35,35,2311900061
,NA,NA,NA,NA,NA,NA,NA,35,35,35,35,35,35,35,2311941001
,NA,NA,NA,NA,NA,NA,NA,35,35,35,35,35,35,35,2311941002
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,35,2312000041
,NA,NA,NA,NA,NA,NA,NA,35,35,35,35,35,35,35,2312100032
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,51,51,2312242002
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,2312600009
,NA,NA,NA,NA,35,35,35,35,35,35,82,35,35,35,2312600061
,NA,NA,NA,51,35,35,35,35,35,35,35,35,35,35,2312600062
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,35,35,2312800031
,NA,NA,NA,NA,NA,NA,NA,51,51,51,51,51,35,35,2312800032
,NA,NA,NA,NA,NA,NA,NA,35,35,35,35,35,35,35,2320141001
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,35,2320500001
40 - 10 - 35 - 62,35,35,35,35,35,35,35,35,35,35,35,35,35,35,2320500009
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,2320500032
50 - 10 - 35 - 62,35,35,35,35,35,35,35,35,35,35,35,35,35,35,2320500061
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,35,35,2320500062
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,35,2320600001
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,35,2320600002
,NA,NA,NA,NA,NA,NA,35,35,35,35,35,35,35,35,2320900002
,NA,NA,NA,NA,NA,NA,NA,64,64,35,35,35,35,35,2321231001
,NA,NA,NA,NA,NA,NA,NA,52,64,51,51,51,35,35,2321232001
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,51,35,2321232002
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64,35,35,35,2321300007
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,35,2321431051
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,2321500041
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,35,2321600005
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,35,35,35,2321941003
,NA,NA,NA,NA,NA,NA,NA,NA,35,35,35,35,35,35,2322411031
,NA,NA,51,51,51,51,51,51,51,51,51,51,51,51,2322600031
40 - 10 - 35 - 62,35,35,35,35,35,35,35,35,35,35,35,35,35,35,2322800021
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,35,35,2330731031
,NA,NA,NA,NA,NA,NA,NA,35,35,35,35,35,35,35,2330800005
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,35,35,35,2330900051
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,2330900066
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2331300007
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,35,2331341002
,NA,NA,NA,NA,NA,NA,NA,NA,51,51,51,51,35,35,2331400006
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,35,35,2331600009
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,35,2331800053
,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,35,35,35,35,2332000043
,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,35,35,35,35,2332000045
,NA,NA,NA,NA,NA,NA,NA,NA,35,35,35,35,35,35,2332100044
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,35,2332100062
,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,35,35,35,35,2332111001
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,35,35,35,2332111002
10 - 11 - 35 - 62,35,35,35,35,35,35,35,35,35,35,35,35,35,35,2332300002
10 - 11 - 35 - 62,35,35,35,35,35,35,35,35,35,35,35,35,35,35,2332300003
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,35,35,2332400041
,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,35,35,35,35,2332800032
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,35,2332800041
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,35,2333011005
40 - 12 - 35 - 62,35,35,35,35,35,35,35,35,35,35,35,35,35,35,23401000010
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,2340111031
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,35,35,35,2340111041
,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,35,35,35,35,2340200031
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,35,2340400003
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,35,35,35,2340400004
,NA,NA,NA,NA,NA,35,35,35,35,35,35,35,35,35,2340400008
,NA,NA,NA,NA,NA,NA,NA,NA,35,35,35,35,35,35,2340500005
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,2340732001
200 - 13 - 35 - 62,35,35,35,35,35,35,35,35,35,35,35,35,35,35,2340733003
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,35,2340800005
,NA,NA,NA,NA,NA,NA,NA,35,35,35,35,35,35,35,2340800006
40 - 12 - 35 - 62,35,35,35,35,35,35,35,35,35,35,35,35,35,35,2340841001
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,35,35,2340900005
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,35,35,35,2341000041
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,35,2341000042
,NA,NA,NA,NA,NA,NA,NA,NA,35,35,35,35,35,35,2341100044
,NA,NA,NA,NA,NA,NA,NA,35,35,35,35,35,35,35,2341100061
,NA,NA,NA,NA,NA,NA,NA,35,35,35,35,35,35,35,2341100062
,NA,NA,NA,NA,35,35,35,35,35,35,35,35,35,35,2341200007
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,35,35,23413000010
,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,35,35,35,35,2341400003
,NA,NA,NA,35,35,35,35,35,35,35,35,35,35,35,23414000010
40 - 12 - 35 - 62,35,35,35,35,35,35,35,35,35,35,35,35,35,35,2341400011
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,35,2341400071
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,35,35,2341400081
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,35,2341500051
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,35,2341500052
,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,35,35,35,35,2341541004
40 - 12 - 35 - 62,35,35,35,35,35,35,35,35,35,35,35,35,35,35,2341600001
,NA,35,35,35,35,35,35,35,35,35,35,35,35,35,2341600042
,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,35,35,35,35,2341700007
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,35,2341700008
10 - 12 - 35 - 62,35,35,35,35,35,35,35,35,35,35,35,35,35,35,2341700009
,NA,NA,NA,NA,NA,NA,NA,NA,98,98,35,35,35,35,2341800002
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,35,35,35,2341800031
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,35,35,35,2341800032
,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,51,35,35,35,2342000003
,NA,NA,NA,NA,NA,NA,NA,35,35,35,35,35,35,35,2350400041
,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,35,35,35,35,2350400042
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2350441004
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,35,2350531051
100 - 12 - 35 - 62,35,35,35,35,35,35,35,35,35,35,35,35,35,35,2350700007
100 - 12 - 35 - 62,35,35,35,35,35,35,35,35,35,35,35,35,35,35,2350700021
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,35,35,2351000003
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,35,35,35,2351100001
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,35,2351200006
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,35,2351200008
,NA,NA,NA,NA,NA,NA,NA,35,35,35,35,35,35,35,2351300051
,NA,NA,NA,NA,35,35,35,35,35,35,35,35,35,35,2351300052
,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,35,35,35,35,2351500061
,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,35,35,35,35,2351500081
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,35,35,2351600009
,NA,NA,NA,NA,NA,NA,NA,NA,35,35,35,35,35,35,2351641001
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,35,35,35,2351700004
,NA,NA,NA,NA,NA,35,35,35,35,35,35,35,35,35,2351700005
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2351841002
998 - 22 - 33 - 62,33,33,33,33,31,31,31,31,31,31,31,31,31,31,2351900041
,NA,NA,NA,NA,NA,NA,NA,NA,63,63,63,63,63,35,2360100001
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,35,35,2360100031
,NA,NA,NA,NA,NA,NA,NA,35,35,35,35,35,35,35,2360500062
,NA,NA,NA,NA,NA,NA,NA,NA,35,35,35,35,35,35,2360600031
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,35,35,35,2360832005
110 - 8 - 35 - 62,35,35,35,35,35,35,35,35,35,35,35,35,35,35,2361200001
110 - 8 - 35 - 62,35,35,35,35,35,35,35,35,35,35,35,35,35,35,2361200002
30 - 78 - 35 - 62,35,35,35,35,35,35,35,35,35,35,35,35,35,35,2361300006
,NA,NA,NA,NA,NA,NA,NA,NA,35,35,35,35,35,35,23613000010
90 - 12 - 35 - 62,35,35,35,35,35,35,35,35,35,35,35,35,35,35,2361331001
90 - 12 - 35 - 62,35,35,35,35,35,35,35,35,35,35,35,35,35,35,2361331002
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,2361332031
,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,35,35,35,35,2361500004
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,35,35,35,2361700001
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,35,35,35,2361700002
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,35,35,35,2361700004
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,35,35,35,2361700005
,NA,NA,NA,NA,NA,NA,NA,35,35,35,35,35,35,35,23617000010
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,35,35,2361731005
,NA,NA,NA,NA,NA,NA,NA,NA,64,35,35,35,35,35,2361900001
10 - 71 - 35 - 62,35,35,35,35,35,35,35,35,35,35,35,35,35,35,2361900041
998 - 78 - 35 - 62,35,35,35,35,35,35,35,35,35,35,35,35,35,35,2361900042
,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,35,35,35,35,2370100061
,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,35,35,35,35,2370100062
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,35,35,2370200041
90 - 15 - 35 - 62,35,35,35,35,35,35,35,35,35,35,35,35,35,35,23704000010
90 - 15 - 35 - 62,35,35,35,35,35,35,35,35,35,35,35,35,35,35,23704000011
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,35,2370400061
,NA,NA,NA,NA,NA,NA,NA,35,35,35,35,35,35,35,2370431001
,NA,NA,NA,NA,NA,NA,NA,NA,35,35,35,35,35,35,2370431002
,NA,NA,NA,NA,NA,NA,NA,NA,35,35,35,35,35,35,2370441001
,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,35,35,35,35,2370441002
90 - 15 - 35 - 62,35,35,35,35,35,35,35,35,35,35,35,35,35,35,2370500042
,NA,NA,NA,NA,NA,NA,NA,64,35,35,35,35,35,35,2370500052
,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,35,35,35,35,2370531002
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,35,35,35,2370600003
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,35,35,2370900041
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2371100042
,NA,NA,NA,NA,NA,35,35,35,35,35,35,35,35,35,2371200007
,NA,NA,NA,NA,NA,NA,35,35,35,35,35,35,35,35,2371341002
,NA,NA,NA,35,35,35,35,35,35,35,35,35,35,35,2371400006
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,35,35,35,2371700006
,NA,NA,NA,NA,NA,NA,35,35,35,35,35,35,35,35,2371941001
90 - 15 - 35 - 62,35,35,35,35,35,35,35,35,35,35,35,35,35,35,2372300002
,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,35,35,35,35,2372400004
,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,35,35,35,35,2372400007
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,35,2372400051
,NA,NA,NA,32,32,32,32,32,32,35,35,35,35,35,2372400052
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,35,35,35,2372500031
998 - 78 - 35 - 62,35,35,35,35,35,35,35,35,35,35,35,35,35,35,2372600007
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,35,35,35,2372700031
,NA,NA,NA,NA,NA,NA,NA,NA,35,35,35,35,35,35,2372841001
100 - 16 - 35 - 62,35,35,35,35,35,35,35,35,35,35,35,35,35,35,2372841002
,NA,NA,NA,NA,NA,NA,NA,NA,35,35,35,35,35,35,2372900006
,NA,NA,NA,NA,NA,NA,NA,94,35,35,35,35,35,35,2373000007
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,35,35,35,2380400001
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,35,35,35,2380400002
,NA,NA,NA,35,35,35,35,35,35,35,35,35,35,35,2380400053
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,33,33,2380441001
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,33,33,2380441002
,NA,35,35,35,35,35,35,35,35,35,35,35,35,35,2380500005
,NA,NA,NA,NA,NA,NA,NA,NA,35,35,35,35,35,35,2380541001
,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,35,35,35,35,2381000001
,NA,NA,NA,NA,NA,NA,NA,NA,35,35,35,35,35,35,2381000003
,NA,NA,NA,NA,NA,NA,NA,64,64,64,64,64,64,64,2381132001
110 - 78 - 35 - 62,35,35,35,35,35,35,35,35,35,35,35,35,35,35,2381200041
,35,35,35,35,35,35,35,35,35,35,35,35,35,35,2381400006
,NA,NA,NA,NA,NA,NA,35,35,35,35,35,35,35,35,2381741002
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,2381741031
30 - 73 - 35 - 62,35,35,35,35,35,35,35,35,35,35,35,35,35,35,2381743003
,NA,NA,NA,NA,NA,NA,NA,NA,35,35,35,35,35,35,2381744001
,NA,NA,NA,NA,NA,NA,NA,NA,35,35,35,35,35,35,2381744002
,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,35,35,35,35,2381800031
,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,35,35,35,35,2381800032
230 - 78 - 35 - 62,35,35,35,35,35,35,35,35,35,35,35,35,35,35,2382000002
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,2390111004
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,35,35,35,2390441011
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,35,35,35,2390441012
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,2390500031
,NA,35,35,35,35,35,35,35,35,35,35,35,35,35,2390500032
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,35,2390800009
60 - 16 - 35 - 62,35,35,35,35,35,35,35,35,35,35,35,35,35,35,2390941003
,NA,NA,NA,NA,NA,NA,31,31,31,31,98,98,98,35,2391142001
,NA,NA,NA,NA,NA,NA,NA,35,35,35,35,35,35,35,2391142002
,NA,NA,NA,NA,NA,NA,NA,NA,35,35,35,35,35,35,2391200031
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,2391800006
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,35,35,2391800041
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,35,2392000001
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,35,35,2392000006
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,2392000007
,NA,NA,NA,NA,NA,NA,NA,63,35,35,35,51,51,35,2392500003
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,35,2392700004
20 - 71 - 35 - 62,35,35,35,35,35,35,35,35,35,35,35,35,35,35,2392700006
,NA,NA,NA,NA,NA,NA,NA,35,35,35,35,35,35,35,2392700032
,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,35,35,35,35,2392800041
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,35,2392800042
,NA,NA,NA,NA,NA,NA,NA,NA,35,35,35,35,35,35,2392900031
,NA,NA,NA,NA,NA,NA,35,35,35,35,35,35,35,35,2393044001
,NA,NA,NA,NA,NA,NA,NA,NA,91,91,35,35,35,35,2400100002
,NA,NA,NA,NA,NA,NA,NA,NA,35,35,35,35,35,35,2400240001
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2400300007
,NA,NA,NA,NA,NA,NA,NA,35,21,35,35,35,35,35,2400600043
,NA,NA,NA,NA,NA,NA,NA,35,35,35,35,35,35,35,2400600044
,NA,NA,NA,NA,NA,NA,NA,35,35,35,35,35,35,35,2400600052
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,35,2400741004
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,35,35,2400800052
60 - 17 - 35 - 62,35,35,35,35,35,35,35,35,35,35,35,35,35,35,24009000010
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64,2400900011
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,35,2400941001
,NA,NA,NA,NA,NA,NA,NA,51,51,51,31,35,35,35,2400941002
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,35,2401200062
,NA,NA,NA,63,63,63,63,63,64,35,35,35,35,35,2401231005
,NA,NA,NA,NA,NA,NA,35,35,35,35,35,35,35,35,2401500004
,NA,NA,NA,NA,NA,NA,NA,35,35,35,35,35,35,35,2401500008
,NA,NA,NA,NA,NA,NA,NA,35,35,35,35,35,35,35,2401600002
,NA,NA,NA,NA,NA,NA,NA,35,35,35,35,35,35,35,2401600003
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,35,2401600004
,NA,NA,NA,NA,NA,NA,NA,51,35,35,35,35,35,35,2401700008
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2401731011
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,35,35,2401743002
90 - 17 - 35 - 62,35,35,35,35,35,35,35,35,35,35,35,35,35,35,2401743005
,NA,NA,NA,NA,NA,NA,NA,NA,35,35,35,35,35,35,2401800003
,NA,NA,NA,NA,NA,NA,NA,35,35,35,35,35,35,35,2401800004
80 - 15 - 35 - 62,35,35,35,35,35,35,35,35,35,35,35,35,35,35,2401900021
,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,35,35,35,35,2401900042
,NA,NA,NA,NA,NA,NA,51,35,35,35,35,35,35,35,2402000031
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,35,2402000041
,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,35,35,35,35,2402100032
,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,36,36,36,36,2402200021
,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,36,36,36,36,2402200022
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98,98,35,35,2402300004
