2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,hhid_pid
,NA,NA,NA,NA,NA,NA,NA,NA,32,32,13,13,13,13,302100006
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52,52,302100072
,17,17,13,13,13,14,13,13,13,13,13,13,13,13,302100091
,NA,NA,NA,NA,NA,NA,NA,13,13,13,13,13,13,13,302100092
998 - 75 - 13 - 62,13,13,13,13,13,13,13,13,13,13,13,13,13,13,302400007
,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,13,13,13,13,302500006
,NA,NA,NA,NA,13,13,13,51,51,51,51,35,35,35,302600031
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,51,51,302600061
50 - 7 - 13 - 62,13,13,13,13,13,13,13,13,13,13,13,13,13,13,302631001
,NA,NA,NA,NA,NA,NA,NA,NA,13,13,13,13,13,13,302800004
,NA,NA,NA,NA,13,13,13,13,13,13,13,13,13,13,302800061
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,13,13,13,302800062
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,13,13,302800071
,NA,NA,NA,NA,NA,NA,13,13,13,13,13,13,13,13,302900021
,NA,NA,NA,NA,NA,NA,NA,13,13,13,13,13,13,13,302900022
,NA,NA,NA,NA,NA,NA,NA,13,13,13,13,13,13,13,310200002
,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,13,13,13,13,310200003
,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,14,14,13,13,310200004
,NA,NA,NA,NA,NA,NA,NA,13,13,13,13,13,13,13,310200005
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,13,13,13,310200083
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,13,13,13,310300042
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,32,32,32,310400004
,NA,NA,NA,NA,NA,NA,NA,13,13,13,13,13,13,13,310531001
998 - 74 - 36 - 62,13,13,13,13,13,13,13,13,13,13,13,13,13,13,310531004
20 - 75 - 13 - 62,13,13,13,13,13,13,13,13,13,13,13,13,13,13,310800003
10 - 8 - 14 - 62,14,14,14,14,14,14,14,14,14,14,13,13,13,13,310800004
70 - 7 - 13 - 62,14,13,13,13,13,13,13,13,13,13,13,13,13,13,311200007
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,13,13,311200103
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,311300001
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,311300002
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,14,311300041
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,13,13,311441001
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,13,13,13,311441002
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,12,311900101
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,311900102
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,311941001
,NA,NA,NA,NA,NA,NA,NA,NA,13,13,13,13,13,13,312200003
,NA,NA,NA,13,13,13,13,13,13,13,13,13,13,13,3122000012
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,3122000013
,14,14,14,14,13,13,13,13,13,13,13,13,13,13,312300062
,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,13,13,13,13,312500006
,NA,NA,NA,NA,NA,NA,14,14,13,13,13,13,13,13,3125000011
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,312511001
100 - 71 - 13 - 62,13,13,13,13,13,13,13,13,13,13,13,13,13,13,312511004
,NA,NA,NA,NA,NA,NA,32,32,32,32,32,32,32,32,312541001
,NA,NA,32,32,32,32,32,32,32,32,32,32,32,32,312541003
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,32,32,312642001
,NA,NA,NA,NA,NA,NA,14,13,13,13,13,13,13,13,312800004
,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,13,13,13,13,312800006
,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,13,13,13,13,312800008
,NA,13,13,13,13,13,13,13,13,13,13,13,13,13,312900042
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,13,13,312900047
,NA,NA,NA,NA,NA,NA,NA,13,13,13,13,13,13,13,312941001
,NA,NA,NA,NA,NA,NA,NA,NA,13,13,13,13,13,13,312941002
,NA,NA,NA,NA,NA,NA,NA,NA,13,13,13,13,13,13,313000007
10 - 75 - 13 - 62,13,13,14,13,13,13,13,13,13,13,13,13,13,13,313000051
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,13,313000052
,NA,NA,NA,NA,NA,NA,NA,NA,13,13,13,13,13,13,320100003
,NA,NA,NA,NA,NA,NA,NA,NA,13,13,13,13,13,13,320100006
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,13,13,320100021
10 - 8 - 14 - 62,14,14,14,14,14,14,14,14,14,14,14,14,14,14,320241001
,NA,NA,NA,NA,NA,NA,NA,31,31,13,13,13,13,13,320400003
,NA,NA,NA,NA,NA,NA,NA,NA,14,14,14,13,13,13,3205000011
,NA,NA,NA,NA,NA,NA,NA,NA,14,14,14,13,13,13,3205000016
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,14,14,14,320542002
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,13,13,320600031
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,320600071
,NA,NA,NA,NA,NA,NA,NA,13,13,13,13,13,13,13,320800005
,NA,NA,NA,NA,NA,NA,NA,13,13,13,13,13,13,13,320900004
30 - 73 - 14 - 62,14,14,14,14,14,14,13,13,13,13,13,13,13,13,3209000010
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,14,14,14,320941001
,NA,NA,NA,NA,NA,NA,NA,14,14,32,32,14,14,14,320941002
,NA,NA,NA,21,13,13,13,13,13,13,13,14,14,14,321100042
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,14,14,14,321241002
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,13,13,321300051
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,32,321342002
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,14,14,14,321442001
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,321700041
20 - 74 - 13 - 62,13,13,13,13,13,13,13,13,13,13,13,13,13,13,321731003
,NA,NA,13,13,13,13,13,13,13,13,13,13,13,13,321900032
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,13,3220000014
,32,32,32,32,32,32,32,32,32,32,32,13,13,13,322000061
,NA,NA,NA,13,13,13,13,13,13,13,13,13,13,13,322000062
,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,15,13,15,13,322000086
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,14,14,14,322000131
,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,13,13,13,13,322011007
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,13,13,322400051
,NA,NA,NA,NA,NA,NA,NA,14,14,14,13,13,13,13,322531003
,NA,NA,NA,NA,NA,NA,NA,13,13,13,13,13,13,13,322700041
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,322741001
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,322741002
,NA,NA,NA,NA,NA,NA,NA,14,14,14,14,14,14,14,322742001
,NA,NA,NA,NA,14,14,14,14,14,14,14,14,14,14,322742002
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98,98,32,322811032
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,32,32,32,322841001
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,32,32,322841002
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,14,322900081
,NA,14,14,13,13,13,13,14,14,14,14,14,14,14,322900082
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,13,13,323000006
,NA,NA,NA,NA,NA,NA,14,14,14,14,14,14,14,14,323000042
,NA,NA,NA,NA,NA,14,14,14,14,14,14,14,14,14,323000071
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,13,13,13,323042001
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,13,13,13,323042002
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,13,330100009
30 - 71 - 13 - 62,13,13,13,32,32,32,32,32,13,13,13,13,13,13,330141003
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,13,330311002
,NA,NA,NA,NA,NA,NA,NA,13,13,13,13,13,13,13,330400003
,NA,NA,NA,NA,NA,NA,NA,NA,21,21,14,14,14,14,330542001
,NA,NA,NA,NA,NA,NA,NA,NA,21,21,14,14,14,14,330542005
40 - 71 - 13 - 62,13,13,13,13,13,13,13,13,13,13,13,13,13,13,3306000014
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,13,330600031
,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,16,13,13,13,330600032
,NA,NA,NA,NA,NA,14,14,14,14,14,14,14,14,14,330600091
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,14,14,14,330600092
,NA,NA,NA,NA,NA,NA,NA,13,13,13,13,13,13,13,330700004
,NA,NA,NA,NA,NA,NA,NA,NA,13,13,13,13,13,13,330800051
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,13,330900041
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,13,331000007
,NA,NA,NA,NA,NA,NA,NA,13,13,13,13,13,13,13,331100042
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,13,331141004
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,13,13,13,331241001
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,13,13,13,331241002
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,13,13,331442001
,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,13,13,13,13,331600001
,NA,NA,NA,NA,NA,NA,NA,NA,13,13,13,13,13,13,331600002
,NA,NA,NA,NA,NA,NA,NA,NA,13,13,13,13,13,13,331600006
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,13,13,3316000011
40 - 74 - 31 - 62,31,31,31,31,13,13,13,13,13,13,13,13,13,13,331600031
60 - 71 - 13 - 62,13,13,13,13,13,13,13,13,13,13,13,13,13,13,331600041
22 - 16 - 32 - 62,32,32,32,32,32,32,32,13,13,13,13,13,13,13,331700061
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,13,13,332000003
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,332142001
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,13,332142002
,NA,NA,NA,NA,NA,NA,NA,13,13,13,13,13,13,13,332200003
20 - 71 - 17 - 62,17,17,17,18,32,13,13,13,13,13,13,13,13,13,332200009
,NA,NA,13,13,13,13,13,13,13,13,13,13,13,13,3322000011
,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,13,13,13,13,332300006
,NA,NA,13,13,13,13,13,13,13,13,13,13,13,13,3323000015
,NA,NA,NA,NA,NA,NA,NA,13,13,13,13,13,13,13,332300032
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,13,13,332300071
,NA,NA,13,13,13,13,13,13,13,13,13,13,13,13,332300072
,NA,NA,NA,NA,NA,NA,NA,NA,13,13,13,13,13,13,332341001
50 - 71 - 13 - 62,13,13,13,13,13,13,13,13,13,13,13,13,13,13,332341002
,NA,NA,NA,NA,NA,NA,NA,13,13,13,13,13,13,13,332500005
80 - 71 - 13 - 62,13,13,13,13,13,13,13,13,13,13,13,13,13,13,3325000015
80 - 75 - 12 - 62,12,12,12,12,12,12,13,13,13,13,13,13,13,13,332600006
40 - 71 - 13 - 62,13,13,13,13,13,13,13,13,13,13,13,13,13,13,332641001
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,14,14,332700042
,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,32,32,32,32,332741001
,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,32,32,32,32,332741002
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,13,332800002
,NA,NA,NA,NA,NA,NA,NA,NA,11,13,13,13,13,13,332800005
,NA,NA,NA,NA,NA,NA,13,13,13,13,13,13,13,13,332841001
,NA,NA,NA,NA,NA,NA,NA,13,13,13,13,13,13,13,332841002
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,13,332931001
,NA,NA,NA,NA,NA,NA,NA,NA,13,13,13,13,13,13,332942001
,NA,NA,NA,NA,NA,NA,NA,NA,13,13,13,13,13,13,332942002
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,13,13,333043002
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,13,13,333043004
,NA,NA,NA,NA,NA,NA,NA,13,13,13,13,13,13,13,340200006
30 - 71 - 13 - 62,13,13,13,13,13,13,13,13,13,13,13,13,13,13,340300001
30 - 73 - 31 - 62,13,13,13,13,13,13,13,13,13,13,13,13,13,13,340300051
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,13,340300052
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,13,13,13,340300071
,NA,NA,NA,NA,NA,13,13,13,13,13,13,13,13,13,340300072
,NA,13,13,13,13,13,13,13,13,13,13,13,13,13,340300081
30 - 71 - 13 - 62,13,13,13,13,13,13,13,13,13,13,13,13,13,13,340300091
,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,13,13,13,13,340300101
,32,32,32,32,32,13,13,13,13,13,13,13,13,13,340300102
40 - 71 - 13 - 62,13,13,13,13,13,13,13,13,13,13,13,13,13,13,3404000015
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,13,13,13,340400081
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,13,13,13,340400082
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,340441001
,NA,NA,NA,NA,NA,NA,NA,13,13,13,13,13,13,13,340441002
,NA,NA,14,14,14,14,14,14,14,14,14,14,14,14,340800091
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,14,340800092
,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,31,13,13,13,340831002
,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,13,13,13,13,340831003
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,13,13,340900004
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,13,13,13,3409000010
,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,13,13,13,13,340900062
,NA,NA,NA,NA,NA,14,14,14,13,13,13,13,13,13,341000061
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,13,13,341042001
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,13,341042002
,NA,NA,NA,NA,NA,NA,NA,13,13,13,13,13,13,13,341100004
,NA,NA,NA,NA,NA,NA,NA,13,13,13,13,13,13,13,341100008
,NA,NA,NA,NA,NA,NA,32,13,13,13,13,13,13,13,3411000014
,NA,NA,NA,NA,NA,NA,NA,13,13,13,13,13,13,13,3411000015
61 - 6 - 13 - 62,13,13,13,13,13,13,13,13,13,13,13,13,13,13,341111002
,NA,NA,NA,NA,NA,NA,13,13,13,13,13,13,13,13,341111003
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,13,341111005
70 - 4 - 13 - 62,13,13,13,13,13,13,13,13,13,13,13,13,13,13,341142001
70 - 4 - 13 - 62,13,13,13,13,13,13,13,13,13,13,13,13,13,13,341142002
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,15,13,3413000011
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,13,341300061
40 - 71 - 13 - 62,13,13,13,13,13,13,13,13,13,13,13,13,13,13,341500002
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,341500003
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,3415000012
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,3415000013
40 - 71 - 13 - 62,13,13,13,13,13,14,14,14,13,13,13,13,13,13,341500041
,NA,NA,NA,NA,13,14,14,14,13,13,13,13,13,13,341500042
,NA,NA,NA,NA,NA,13,14,14,13,13,13,13,13,13,341500043
,NA,NA,NA,NA,NA,NA,NA,NA,13,13,13,13,13,13,341500044
,NA,NA,NA,NA,NA,NA,NA,32,32,13,13,13,13,13,3416000016
40 - 71 - 13 - 62,13,13,13,13,13,13,13,13,13,13,13,13,13,13,341600141
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,341641002
40 - 71 - 13 - 62,13,13,13,13,13,13,13,13,13,13,13,13,13,13,341900002
40 - 71 - 13 - 62,13,13,13,13,13,13,13,13,13,13,13,13,13,13,342042001
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,342042002
,NA,NA,NA,NA,NA,NA,NA,NA,13,13,13,13,13,13,350100002
,NA,NA,NA,NA,NA,NA,NA,NA,13,15,13,13,13,13,350100005
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,32,32,32,350100041
,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,13,13,13,13,350400008
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,350500009
,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,13,13,21,21,350500031
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,13,13,350600002
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,13,13,350600005
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,13,13,350600006
,NA,NA,NA,NA,NA,NA,13,13,13,13,13,13,13,13,350700003
,NA,NA,NA,NA,NA,NA,13,13,13,13,13,13,13,13,350800005
,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,13,13,13,13,3508000012
50 - 71 - 13 - 62,13,13,13,13,13,13,13,13,13,13,13,13,13,13,3508000013
30 - 71 - 13 - 62,13,13,13,13,13,13,13,13,13,13,13,13,13,13,350841001
,NA,NA,NA,NA,NA,NA,13,13,13,13,13,13,13,13,350842001
,NA,NA,NA,NA,NA,NA,NA,13,13,13,13,13,13,13,350842002
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,13,13,13,350900005
,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,13,13,13,13,3509000015
10 - 77 - 13 - 62,13,13,13,13,13,13,14,13,13,13,13,13,13,13,350900032
,NA,NA,NA,NA,NA,NA,NA,13,13,13,13,13,13,13,350900091
,13,13,13,13,13,13,13,13,13,13,13,13,13,13,3510000014
30 - 71 - 13 - 62,13,13,13,13,13,13,13,13,13,13,13,13,13,13,3510000015
70 - 71 - 13 - 62,13,13,13,13,13,13,13,13,13,13,13,13,13,13,3513000011
60 - 5 - 13 - 62,13,13,13,13,13,13,13,13,13,13,13,13,13,13,3513000012
,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,13,13,13,13,351300031
,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,13,13,13,13,351300032
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,351300041
,NA,NA,NA,NA,NA,NA,NA,98,98,98,98,98,13,13,351300042
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,32,351300061
,19,19,19,19,19,19,19,19,19,19,19,19,19,19,351500031
,NA,NA,NA,NA,NA,NA,NA,19,19,19,19,19,19,19,351500032
30 - 71 - 13 - 62,13,13,13,13,13,13,13,13,13,13,13,13,13,13,351600001
,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,13,13,13,13,351600003
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,13,13,351600004
,NA,NA,NA,31,31,31,31,13,13,13,13,13,13,13,3516000011
,NA,NA,NA,NA,NA,NA,NA,NA,13,13,13,13,13,13,351600023
,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,13,13,13,13,351600024
,NA,13,13,36,36,36,36,13,13,13,13,13,13,13,351900009
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,13,13,13,352041005
,NA,NA,NA,NA,NA,NA,21,21,21,21,13,13,13,13,354100002
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,13,13,354100031
,NA,NA,NA,NA,NA,13,13,13,13,13,13,13,13,13,354100042
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,13,354300101
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,354300102
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,13,13,13,354341001
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,13,13,13,354341002
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,13,13,3544000013
,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,13,13,13,13,354400051
,NA,NA,13,13,13,13,13,13,13,13,13,13,13,13,354400071
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,13,13,13,354400072
,NA,NA,NA,NA,NA,NA,NA,13,13,13,13,13,13,13,354443001
,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,13,13,13,13,354500005
30 - 71 - 13 - 62,13,13,13,13,13,13,13,13,13,13,13,13,13,13,354542001
,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,13,13,13,13,354542002
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,354542003
,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,13,13,13,13,360100005
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,3601000010
,NA,NA,NA,NA,NA,NA,NA,NA,32,32,32,32,32,32,360200031
,NA,NA,NA,NA,NA,NA,NA,NA,13,13,13,13,13,13,360231001
,NA,NA,NA,NA,NA,NA,NA,NA,13,13,13,13,13,13,360231002
,NA,NA,NA,NA,NA,NA,NA,NA,13,13,13,13,13,13,360300021
80 - 71 - 13 - 62,13,13,13,13,13,13,13,13,13,13,13,13,13,13,360300022
,NA,NA,21,21,21,21,21,21,21,21,21,14,14,13,360300051
,NA,NA,NA,NA,NA,NA,NA,NA,21,21,14,14,13,13,360300052
,NA,NA,NA,NA,NA,NA,NA,NA,13,13,13,13,13,13,360400042
,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,13,13,13,13,360500051
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,14,13,14,360541001
,NA,NA,NA,NA,NA,NA,13,13,13,13,13,13,13,13,360800004
,NA,13,13,13,13,15,13,13,13,13,13,13,13,13,360800031
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,360800032
,NA,NA,NA,21,21,21,21,21,21,21,21,21,13,13,360900052
,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,13,13,13,13,361000006
110 - 71 - 13 - 62,13,13,13,13,13,13,13,13,32,32,13,13,13,13,361011004
,NA,NA,NA,NA,NA,NA,NA,13,13,13,13,13,13,13,361041003
,NA,NA,NA,NA,NA,NA,NA,13,13,13,13,13,13,13,361041004
,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,13,13,13,13,361042001
,NA,NA,NA,NA,NA,NA,NA,NA,13,13,13,13,13,13,361042002
,NA,NA,NA,NA,NA,NA,NA,13,13,13,13,13,13,13,361043002
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,13,13,361100008
,NA,NA,NA,NA,NA,NA,NA,NA,18,18,18,18,18,18,361111005
,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,21,21,21,21,361200031
,NA,NA,NA,NA,NA,NA,NA,NA,21,21,98,98,98,21,361200032
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,13,13,361300001
,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,13,13,13,13,361300002
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,13,13,361300004
,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,13,13,14,14,361300031
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,13,13,361400004
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,13,361400061
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,62,62,31,361441001
,NA,NA,NA,NA,NA,32,32,32,32,32,31,31,31,31,361441002
,NA,NA,NA,NA,NA,NA,13,13,13,13,13,13,13,13,361900001
,NA,NA,NA,NA,NA,NA,13,13,13,13,13,13,13,13,361900004
,NA,NA,NA,NA,NA,NA,NA,NA,31,32,15,15,15,15,361900031
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,15,15,15,361900032
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,361900071
,NA,NA,NA,NA,NA,NA,NA,NA,14,14,14,13,13,13,370100002
,NA,NA,NA,NA,NA,NA,NA,NA,14,14,13,13,13,13,370100003
,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,14,13,13,13,370100006
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,13,370200009
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,13,13,13,370200061
,NA,NA,NA,NA,NA,NA,NA,NA,14,14,14,14,14,14,370242001
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,370242004
,NA,NA,NA,NA,NA,NA,NA,13,13,13,13,13,13,13,370300004
,NA,NA,NA,NA,NA,NA,NA,NA,13,32,32,32,13,12,370341001
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,13,370343001
,NA,NA,NA,NA,13,13,13,13,13,13,13,13,13,13,370343002
20 - 74 - 13 - 62,13,13,13,13,13,13,13,13,13,13,13,13,13,13,370700041
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98,98,13,370700042
,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,13,13,13,13,370800051
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,13,13,13,370800052
,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,31,31,31,31,370800061
,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,13,13,13,13,370900005
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,370941001
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,371000051
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,371000061
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,21,21,21,371031002
,NA,NA,NA,NA,NA,NA,NA,NA,13,13,13,13,13,13,371131021
20 - 74 - 13 - 62,13,13,13,13,13,33,33,33,13,13,13,13,13,13,371131022
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,13,13,13,371141002
,NA,NA,NA,NA,NA,NA,13,13,13,13,13,13,13,13,371200002
